index,lower,upper
2940,0,13/4000000000000000000000000000000
2941,0,13/4000000000000000000000000000000
2942,0,13/4000000000000000000000000000000
2943,0,13/4000000000000000000000000000000
2944,0,13/4000000000000000000000000000000
2945,0,13/4000000000000000000000000000000
2946,0,13/4000000000000000000000000000000
2947,0,13/4000000000000000000000000000000
2948,0,13/4000000000000000000000000000000
2949,0,13/4000000000000000000000000000000
2950,0,13/4000000000000000000000000000000
2951,0,13/4000000000000000000000000000000
2952,0,13/4000000000000000000000000000000
2953,0,13/4000000000000000000000000000000
2954,0,13/4000000000000000000000000000000
2955,0,13/4000000000000000000000000000000
2956,0,13/4000000000000000000000000000000
2957,0,13/4000000000000000000000000000000
2958,0,13/4000000000000000000000000000000
2959,0,13/4000000000000000000000000000000
2960,0,13/4000000000000000000000000000000
2961,0,13/4000000000000000000000000000000
2962,0,13/4000000000000000000000000000000
2963,0,13/4000000000000000000000000000000
2964,0,13/4000000000000000000000000000000
2965,0,13/4000000000000000000000000000000
2966,0,13/4000000000000000000000000000000
2967,0,13/4000000000000000000000000000000
2968,0,13/4000000000000000000000000000000
2969,0,13/4000000000000000000000000000000
2970,0,13/4000000000000000000000000000000
2971,0,13/4000000000000000000000000000000
2972,0,13/4000000000000000000000000000000
2973,0,13/4000000000000000000000000000000
2974,0,13/4000000000000000000000000000000
2975,0,13/4000000000000000000000000000000
2976,0,13/4000000000000000000000000000000
2977,0,13/4000000000000000000000000000000
2978,0,13/4000000000000000000000000000000
2979,0,13/4000000000000000000000000000000
2980,0,13/4000000000000000000000000000000
2981,0,13/4000000000000000000000000000000
2982,0,13/4000000000000000000000000000000
2983,0,13/4000000000000000000000000000000
2984,0,13/4000000000000000000000000000000
2985,0,13/4000000000000000000000000000000
2986,0,13/4000000000000000000000000000000
2987,0,13/4000000000000000000000000000000
2988,0,13/4000000000000000000000000000000
2989,0,13/4000000000000000000000000000000
2990,0,13/4000000000000000000000000000000
2991,0,13/4000000000000000000000000000000
2992,0,13/4000000000000000000000000000000
2993,0,13/4000000000000000000000000000000
2994,0,13/4000000000000000000000000000000
2995,0,13/4000000000000000000000000000000
2996,0,13/4000000000000000000000000000000
2997,0,13/4000000000000000000000000000000
2998,0,13/4000000000000000000000000000000
2999,0,13/4000000000000000000000000000000
3000,0,13/4000000000000000000000000000000
3001,0,13/4000000000000000000000000000000
3002,0,13/4000000000000000000000000000000
3003,0,13/4000000000000000000000000000000
3004,0,13/4000000000000000000000000000000
3005,0,13/4000000000000000000000000000000
3006,0,13/4000000000000000000000000000000
3007,0,13/4000000000000000000000000000000
3008,0,13/4000000000000000000000000000000
3009,0,13/4000000000000000000000000000000
3010,0,13/4000000000000000000000000000000
3011,0,13/4000000000000000000000000000000
3012,0,13/4000000000000000000000000000000
3013,0,13/4000000000000000000000000000000
3014,0,13/4000000000000000000000000000000
3015,0,13/4000000000000000000000000000000
3016,0,13/4000000000000000000000000000000
3017,0,13/4000000000000000000000000000000
3018,0,13/4000000000000000000000000000000
3019,0,13/4000000000000000000000000000000
3020,0,13/4000000000000000000000000000000
3021,0,13/4000000000000000000000000000000
3022,0,13/4000000000000000000000000000000
3023,0,13/4000000000000000000000000000000
3024,0,13/4000000000000000000000000000000
3025,0,13/4000000000000000000000000000000
3026,0,13/4000000000000000000000000000000
3027,0,13/4000000000000000000000000000000
3028,0,13/4000000000000000000000000000000
3029,0,13/4000000000000000000000000000000
3030,0,13/4000000000000000000000000000000
3031,0,13/4000000000000000000000000000000
3032,0,13/4000000000000000000000000000000
3033,0,13/4000000000000000000000000000000
3034,0,13/4000000000000000000000000000000
3035,0,13/4000000000000000000000000000000
3036,0,13/4000000000000000000000000000000
3037,0,13/4000000000000000000000000000000
3038,0,13/4000000000000000000000000000000
3039,0,13/4000000000000000000000000000000
3040,0,13/4000000000000000000000000000000
3041,0,13/4000000000000000000000000000000
3042,0,13/4000000000000000000000000000000
3043,0,13/4000000000000000000000000000000
3044,0,13/4000000000000000000000000000000
3045,0,13/4000000000000000000000000000000
3046,0,13/4000000000000000000000000000000
3047,0,13/4000000000000000000000000000000
3048,0,13/4000000000000000000000000000000
3049,0,13/4000000000000000000000000000000
3050,0,13/4000000000000000000000000000000
3051,0,13/4000000000000000000000000000000
3052,0,13/4000000000000000000000000000000
3053,0,13/4000000000000000000000000000000
3054,0,13/4000000000000000000000000000000
3055,0,13/4000000000000000000000000000000
3056,0,13/4000000000000000000000000000000
3057,0,13/4000000000000000000000000000000
3058,0,13/4000000000000000000000000000000
3059,0,13/4000000000000000000000000000000
3060,0,13/4000000000000000000000000000000
3061,0,13/4000000000000000000000000000000
3062,0,13/4000000000000000000000000000000
3063,0,13/4000000000000000000000000000000
3064,0,13/4000000000000000000000000000000
3065,0,13/4000000000000000000000000000000
3066,0,13/4000000000000000000000000000000
3067,0,13/4000000000000000000000000000000
3068,0,13/4000000000000000000000000000000
3069,0,13/4000000000000000000000000000000
3070,0,13/4000000000000000000000000000000
3071,0,13/4000000000000000000000000000000
3072,0,13/4000000000000000000000000000000
3073,0,13/4000000000000000000000000000000
3074,0,13/4000000000000000000000000000000
3075,0,13/4000000000000000000000000000000
3076,0,13/4000000000000000000000000000000
3077,0,13/4000000000000000000000000000000
3078,0,13/4000000000000000000000000000000
3079,0,13/4000000000000000000000000000000
3080,0,13/4000000000000000000000000000000
3081,0,13/4000000000000000000000000000000
3082,0,13/4000000000000000000000000000000
3083,0,13/4000000000000000000000000000000
3084,0,13/4000000000000000000000000000000
3085,0,13/4000000000000000000000000000000
3086,0,13/4000000000000000000000000000000
3087,0,13/4000000000000000000000000000000
3088,0,13/4000000000000000000000000000000
3089,0,13/4000000000000000000000000000000
3090,0,13/4000000000000000000000000000000
3091,0,13/4000000000000000000000000000000
3092,0,13/4000000000000000000000000000000
3093,0,13/4000000000000000000000000000000
3094,0,13/4000000000000000000000000000000
3095,0,13/4000000000000000000000000000000
3096,0,13/4000000000000000000000000000000
3097,0,13/4000000000000000000000000000000
3098,0,13/4000000000000000000000000000000
3099,0,13/4000000000000000000000000000000
3100,0,13/4000000000000000000000000000000
3101,0,13/4000000000000000000000000000000
3102,0,13/4000000000000000000000000000000
3103,0,13/4000000000000000000000000000000
3104,0,13/4000000000000000000000000000000
3105,0,13/4000000000000000000000000000000
3106,0,13/4000000000000000000000000000000
3107,0,13/4000000000000000000000000000000
3108,0,13/4000000000000000000000000000000
3109,0,13/4000000000000000000000000000000
3110,0,13/4000000000000000000000000000000
3111,0,13/4000000000000000000000000000000
3112,0,13/4000000000000000000000000000000
3113,0,13/4000000000000000000000000000000
3114,0,13/4000000000000000000000000000000
3115,0,13/4000000000000000000000000000000
3116,0,13/4000000000000000000000000000000
3117,0,13/4000000000000000000000000000000
3118,0,13/4000000000000000000000000000000
3119,0,13/4000000000000000000000000000000
3120,0,13/4000000000000000000000000000000
3121,0,13/4000000000000000000000000000000
3122,0,13/4000000000000000000000000000000
3123,0,13/4000000000000000000000000000000
3124,0,13/4000000000000000000000000000000
3125,0,13/4000000000000000000000000000000
3126,0,13/4000000000000000000000000000000
3127,0,13/4000000000000000000000000000000
3128,0,13/4000000000000000000000000000000
3129,0,13/4000000000000000000000000000000
3130,0,13/4000000000000000000000000000000
3131,0,13/4000000000000000000000000000000
3132,0,13/4000000000000000000000000000000
3133,0,13/4000000000000000000000000000000
3134,0,13/4000000000000000000000000000000
3135,0,13/4000000000000000000000000000000
3136,0,13/4000000000000000000000000000000
3137,0,13/4000000000000000000000000000000
3138,0,13/4000000000000000000000000000000
3139,0,13/4000000000000000000000000000000
3140,0,13/4000000000000000000000000000000
3141,0,13/4000000000000000000000000000000
3142,0,13/4000000000000000000000000000000
3143,0,13/4000000000000000000000000000000
3144,0,13/4000000000000000000000000000000
3145,0,13/4000000000000000000000000000000
3146,0,13/4000000000000000000000000000000
3147,0,13/4000000000000000000000000000000
3148,0,13/4000000000000000000000000000000
3149,0,13/4000000000000000000000000000000
3150,0,13/4000000000000000000000000000000
3151,0,13/4000000000000000000000000000000
3152,0,13/4000000000000000000000000000000
3153,0,13/4000000000000000000000000000000
3154,0,13/4000000000000000000000000000000
3155,0,13/4000000000000000000000000000000
3156,0,13/4000000000000000000000000000000
3157,0,13/4000000000000000000000000000000
3158,0,13/4000000000000000000000000000000
3159,0,13/4000000000000000000000000000000
3160,0,13/4000000000000000000000000000000
3161,0,13/4000000000000000000000000000000
3162,0,13/4000000000000000000000000000000
3163,0,13/4000000000000000000000000000000
3164,0,13/4000000000000000000000000000000
3165,0,13/4000000000000000000000000000000
3166,0,13/4000000000000000000000000000000
3167,0,13/4000000000000000000000000000000
3168,0,13/4000000000000000000000000000000
3169,0,13/4000000000000000000000000000000
3170,0,13/4000000000000000000000000000000
3171,0,13/4000000000000000000000000000000
3172,0,13/4000000000000000000000000000000
3173,0,13/4000000000000000000000000000000
3174,0,13/4000000000000000000000000000000
3175,0,13/4000000000000000000000000000000
3176,0,13/4000000000000000000000000000000
3177,0,13/4000000000000000000000000000000
3178,0,13/4000000000000000000000000000000
3179,0,13/4000000000000000000000000000000
3180,0,13/4000000000000000000000000000000
3181,0,13/4000000000000000000000000000000
3182,0,13/4000000000000000000000000000000
3183,0,13/4000000000000000000000000000000
3184,0,13/4000000000000000000000000000000
3185,0,13/4000000000000000000000000000000
3186,0,13/4000000000000000000000000000000
3187,0,13/4000000000000000000000000000000
3188,0,13/4000000000000000000000000000000
3189,0,13/4000000000000000000000000000000
3190,0,13/4000000000000000000000000000000
3191,0,13/4000000000000000000000000000000
3192,0,13/4000000000000000000000000000000
3193,0,13/4000000000000000000000000000000
3194,0,13/4000000000000000000000000000000
3195,0,13/4000000000000000000000000000000
3196,0,13/4000000000000000000000000000000
3197,0,13/4000000000000000000000000000000
3198,0,13/4000000000000000000000000000000
3199,0,13/4000000000000000000000000000000
3200,0,13/4000000000000000000000000000000
3201,0,13/4000000000000000000000000000000
3202,0,13/4000000000000000000000000000000
3203,0,13/4000000000000000000000000000000
3204,0,13/4000000000000000000000000000000
3205,0,13/4000000000000000000000000000000
3206,0,13/4000000000000000000000000000000
3207,0,13/4000000000000000000000000000000
3208,0,13/4000000000000000000000000000000
3209,0,13/4000000000000000000000000000000
3210,0,13/4000000000000000000000000000000
3211,0,13/4000000000000000000000000000000
3212,0,13/4000000000000000000000000000000
3213,0,13/4000000000000000000000000000000
3214,0,13/4000000000000000000000000000000
3215,0,13/4000000000000000000000000000000
3216,0,13/4000000000000000000000000000000
3217,0,13/4000000000000000000000000000000
3218,0,13/4000000000000000000000000000000
3219,0,13/4000000000000000000000000000000
3220,0,13/4000000000000000000000000000000
3221,0,13/4000000000000000000000000000000
3222,0,13/4000000000000000000000000000000
3223,0,13/4000000000000000000000000000000
3224,0,13/4000000000000000000000000000000
3225,0,13/4000000000000000000000000000000
3226,0,13/4000000000000000000000000000000
3227,0,13/4000000000000000000000000000000
3228,0,13/4000000000000000000000000000000
3229,0,13/4000000000000000000000000000000
3230,0,13/4000000000000000000000000000000
3231,0,13/4000000000000000000000000000000
3232,0,13/4000000000000000000000000000000
3233,0,13/4000000000000000000000000000000
3234,0,13/4000000000000000000000000000000
3235,0,13/4000000000000000000000000000000
3236,0,13/4000000000000000000000000000000
3237,0,13/4000000000000000000000000000000
3238,0,13/4000000000000000000000000000000
3239,0,13/4000000000000000000000000000000
3240,0,13/4000000000000000000000000000000
3241,0,13/4000000000000000000000000000000
3242,0,13/4000000000000000000000000000000
3243,0,13/4000000000000000000000000000000
3244,0,13/4000000000000000000000000000000
3245,0,13/4000000000000000000000000000000
3246,0,13/4000000000000000000000000000000
3247,0,13/4000000000000000000000000000000
3248,0,13/4000000000000000000000000000000
3249,0,13/4000000000000000000000000000000
3250,0,13/4000000000000000000000000000000
