index,lower,upper
3495,0,3/1000000000000000000000000000000
3496,0,3/1000000000000000000000000000000
3497,0,3/1000000000000000000000000000000
3498,0,3/1000000000000000000000000000000
3499,0,3/1000000000000000000000000000000
3500,0,3/1000000000000000000000000000000
3501,0,3/1000000000000000000000000000000
3502,0,3/1000000000000000000000000000000
3503,0,3/1000000000000000000000000000000
3504,0,3/1000000000000000000000000000000
3505,0,3/1000000000000000000000000000000
3506,0,3/1000000000000000000000000000000
3507,0,3/1000000000000000000000000000000
3508,0,3/1000000000000000000000000000000
3509,0,3/1000000000000000000000000000000
3510,0,3/1000000000000000000000000000000
3511,0,3/1000000000000000000000000000000
3512,0,3/1000000000000000000000000000000
3513,0,3/1000000000000000000000000000000
3514,0,3/1000000000000000000000000000000
3515,0,3/1000000000000000000000000000000
3516,0,3/1000000000000000000000000000000
3517,0,3/1000000000000000000000000000000
3518,0,3/1000000000000000000000000000000
3519,0,3/1000000000000000000000000000000
3520,0,3/1000000000000000000000000000000
3521,0,3/1000000000000000000000000000000
3522,0,3/1000000000000000000000000000000
3523,0,3/1000000000000000000000000000000
3524,0,3/1000000000000000000000000000000
3525,0,3/1000000000000000000000000000000
3526,0,3/1000000000000000000000000000000
3527,0,3/1000000000000000000000000000000
3528,0,3/1000000000000000000000000000000
3529,0,3/1000000000000000000000000000000
3530,0,3/1000000000000000000000000000000
3531,0,3/1000000000000000000000000000000
3532,0,3/1000000000000000000000000000000
3533,0,3/1000000000000000000000000000000
3534,0,3/1000000000000000000000000000000
3535,0,3/1000000000000000000000000000000
3536,0,3/1000000000000000000000000000000
3537,0,3/1000000000000000000000000000000
3538,0,3/1000000000000000000000000000000
3539,0,3/1000000000000000000000000000000
3540,0,3/1000000000000000000000000000000
3541,0,3/1000000000000000000000000000000
3542,0,3/1000000000000000000000000000000
3543,0,3/1000000000000000000000000000000
3544,0,3/1000000000000000000000000000000
3545,0,3/1000000000000000000000000000000
3546,0,3/1000000000000000000000000000000
3547,0,3/1000000000000000000000000000000
3548,0,3/1000000000000000000000000000000
3549,0,3/1000000000000000000000000000000
3550,0,3/1000000000000000000000000000000
3551,0,3/1000000000000000000000000000000
3552,0,3/1000000000000000000000000000000
3553,0,3/1000000000000000000000000000000
3554,0,3/1000000000000000000000000000000
3555,0,3/1000000000000000000000000000000
3556,0,3/1000000000000000000000000000000
3557,0,3/1000000000000000000000000000000
3558,0,3/1000000000000000000000000000000
3559,0,3/1000000000000000000000000000000
3560,0,3/1000000000000000000000000000000
3561,0,3/1000000000000000000000000000000
3562,0,3/1000000000000000000000000000000
3563,0,3/1000000000000000000000000000000
3564,0,3/1000000000000000000000000000000
3565,0,3/1000000000000000000000000000000
3566,0,3/1000000000000000000000000000000
3567,0,3/1000000000000000000000000000000
3568,0,3/1000000000000000000000000000000
3569,0,3/1000000000000000000000000000000
3570,0,3/1000000000000000000000000000000
3571,0,3/1000000000000000000000000000000
3572,0,3/1000000000000000000000000000000
3573,0,3/1000000000000000000000000000000
3574,0,3/1000000000000000000000000000000
3575,0,3/1000000000000000000000000000000
3576,0,3/1000000000000000000000000000000
3577,0,3/1000000000000000000000000000000
3578,0,3/1000000000000000000000000000000
3579,0,3/1000000000000000000000000000000
3580,0,3/1000000000000000000000000000000
3581,0,3/1000000000000000000000000000000
3582,0,3/1000000000000000000000000000000
3583,0,3/1000000000000000000000000000000
3584,0,3/1000000000000000000000000000000
3585,0,3/1000000000000000000000000000000
3586,0,3/1000000000000000000000000000000
3587,0,3/1000000000000000000000000000000
3588,0,3/1000000000000000000000000000000
3589,0,3/1000000000000000000000000000000
3590,0,3/1000000000000000000000000000000
3591,0,3/1000000000000000000000000000000
3592,0,3/1000000000000000000000000000000
3593,0,3/1000000000000000000000000000000
3594,0,3/1000000000000000000000000000000
3595,0,3/1000000000000000000000000000000
3596,0,3/1000000000000000000000000000000
3597,0,3/1000000000000000000000000000000
3598,0,3/1000000000000000000000000000000
3599,0,3/1000000000000000000000000000000
3600,0,3/1000000000000000000000000000000
3601,0,3/1000000000000000000000000000000
3602,0,3/1000000000000000000000000000000
3603,0,3/1000000000000000000000000000000
3604,0,3/1000000000000000000000000000000
3605,0,3/1000000000000000000000000000000
3606,0,3/1000000000000000000000000000000
3607,0,3/1000000000000000000000000000000
3608,0,3/1000000000000000000000000000000
3609,0,3/1000000000000000000000000000000
3610,0,3/1000000000000000000000000000000
3611,0,3/1000000000000000000000000000000
3612,0,3/1000000000000000000000000000000
3613,0,3/1000000000000000000000000000000
3614,0,3/1000000000000000000000000000000
3615,0,3/1000000000000000000000000000000
3616,0,3/1000000000000000000000000000000
3617,0,3/1000000000000000000000000000000
3618,0,3/1000000000000000000000000000000
3619,0,3/1000000000000000000000000000000
3620,0,3/1000000000000000000000000000000
3621,0,3/1000000000000000000000000000000
3622,0,3/1000000000000000000000000000000
3623,0,3/1000000000000000000000000000000
3624,0,3/1000000000000000000000000000000
3625,0,3/1000000000000000000000000000000
3626,0,3/1000000000000000000000000000000
3627,0,3/1000000000000000000000000000000
3628,0,3/1000000000000000000000000000000
3629,0,3/1000000000000000000000000000000
3630,0,3/1000000000000000000000000000000
3631,0,3/1000000000000000000000000000000
3632,0,3/1000000000000000000000000000000
3633,0,3/1000000000000000000000000000000
3634,0,3/1000000000000000000000000000000
3635,0,3/1000000000000000000000000000000
3636,0,3/1000000000000000000000000000000
3637,0,3/1000000000000000000000000000000
3638,0,3/1000000000000000000000000000000
3639,0,3/1000000000000000000000000000000
3640,0,3/1000000000000000000000000000000
3641,0,3/1000000000000000000000000000000
3642,0,3/1000000000000000000000000000000
3643,0,3/1000000000000000000000000000000
3644,0,3/1000000000000000000000000000000
3645,0,3/1000000000000000000000000000000
3646,0,3/1000000000000000000000000000000
3647,0,3/1000000000000000000000000000000
3648,0,3/1000000000000000000000000000000
3649,0,3/1000000000000000000000000000000
3650,0,3/1000000000000000000000000000000
3651,0,3/1000000000000000000000000000000
3652,0,3/1000000000000000000000000000000
3653,0,3/1000000000000000000000000000000
3654,0,3/1000000000000000000000000000000
3655,0,3/1000000000000000000000000000000
3656,0,3/1000000000000000000000000000000
3657,0,3/1000000000000000000000000000000
3658,0,3/1000000000000000000000000000000
3659,0,3/1000000000000000000000000000000
3660,0,3/1000000000000000000000000000000
3661,0,3/1000000000000000000000000000000
3662,0,3/1000000000000000000000000000000
3663,0,3/1000000000000000000000000000000
3664,0,3/1000000000000000000000000000000
3665,0,3/1000000000000000000000000000000
3666,0,3/1000000000000000000000000000000
3667,0,3/1000000000000000000000000000000
3668,0,3/1000000000000000000000000000000
3669,0,3/1000000000000000000000000000000
3670,0,3/1000000000000000000000000000000
3671,0,3/1000000000000000000000000000000
3672,0,3/1000000000000000000000000000000
3673,0,3/1000000000000000000000000000000
3674,0,3/1000000000000000000000000000000
3675,0,3/1000000000000000000000000000000
3676,0,3/1000000000000000000000000000000
3677,0,3/1000000000000000000000000000000
3678,0,3/1000000000000000000000000000000
3679,0,3/1000000000000000000000000000000
3680,0,3/1000000000000000000000000000000
3681,0,3/1000000000000000000000000000000
3682,0,3/1000000000000000000000000000000
3683,0,3/1000000000000000000000000000000
3684,0,3/1000000000000000000000000000000
3685,0,3/1000000000000000000000000000000
3686,0,3/1000000000000000000000000000000
3687,0,3/1000000000000000000000000000000
3688,0,3/1000000000000000000000000000000
3689,0,3/1000000000000000000000000000000
3690,0,3/1000000000000000000000000000000
3691,0,3/1000000000000000000000000000000
3692,0,3/1000000000000000000000000000000
3693,0,3/1000000000000000000000000000000
3694,0,3/1000000000000000000000000000000
3695,0,3/1000000000000000000000000000000
3696,0,3/1000000000000000000000000000000
3697,0,3/1000000000000000000000000000000
3698,0,3/1000000000000000000000000000000
3699,0,3/1000000000000000000000000000000
3700,0,3/1000000000000000000000000000000
3701,0,3/1000000000000000000000000000000
3702,0,3/1000000000000000000000000000000
3703,0,3/1000000000000000000000000000000
3704,0,3/1000000000000000000000000000000
3705,0,3/1000000000000000000000000000000
3706,0,3/1000000000000000000000000000000
3707,0,3/1000000000000000000000000000000
3708,0,3/1000000000000000000000000000000
3709,0,3/1000000000000000000000000000000
3710,0,3/1000000000000000000000000000000
3711,0,3/1000000000000000000000000000000
3712,0,3/1000000000000000000000000000000
3713,0,3/1000000000000000000000000000000
3714,0,3/1000000000000000000000000000000
3715,0,3/1000000000000000000000000000000
3716,0,3/1000000000000000000000000000000
3717,0,3/1000000000000000000000000000000
3718,0,3/1000000000000000000000000000000
3719,0,3/1000000000000000000000000000000
3720,0,3/1000000000000000000000000000000
3721,0,3/1000000000000000000000000000000
3722,0,3/1000000000000000000000000000000
3723,0,3/1000000000000000000000000000000
3724,0,3/1000000000000000000000000000000
3725,0,3/1000000000000000000000000000000
3726,0,3/1000000000000000000000000000000
3727,0,3/1000000000000000000000000000000
3728,0,3/1000000000000000000000000000000
3729,0,3/1000000000000000000000000000000
3730,0,3/1000000000000000000000000000000
3731,0,3/1000000000000000000000000000000
3732,0,3/1000000000000000000000000000000
3733,0,3/1000000000000000000000000000000
3734,0,3/1000000000000000000000000000000
3735,0,3/1000000000000000000000000000000
3736,0,3/1000000000000000000000000000000
3737,0,3/1000000000000000000000000000000
3738,0,3/1000000000000000000000000000000
3739,0,3/1000000000000000000000000000000
3740,0,3/1000000000000000000000000000000
3741,0,3/1000000000000000000000000000000
3742,0,3/1000000000000000000000000000000
3743,0,3/1000000000000000000000000000000
3744,0,3/1000000000000000000000000000000
3745,0,3/1000000000000000000000000000000
3746,0,3/1000000000000000000000000000000
3747,0,3/1000000000000000000000000000000
3748,0,3/1000000000000000000000000000000
3749,0,3/1000000000000000000000000000000
3750,0,3/1000000000000000000000000000000
3751,0,3/1000000000000000000000000000000
3752,0,3/1000000000000000000000000000000
3753,0,3/1000000000000000000000000000000
3754,0,3/1000000000000000000000000000000
3755,0,3/1000000000000000000000000000000
3756,0,3/1000000000000000000000000000000
3757,0,3/1000000000000000000000000000000
3758,0,3/1000000000000000000000000000000
3759,0,3/1000000000000000000000000000000
3760,0,3/1000000000000000000000000000000
3761,0,3/1000000000000000000000000000000
3762,0,3/1000000000000000000000000000000
3763,0,3/1000000000000000000000000000000
3764,0,3/1000000000000000000000000000000
3765,0,3/1000000000000000000000000000000
3766,0,3/1000000000000000000000000000000
3767,0,3/1000000000000000000000000000000
3768,0,3/1000000000000000000000000000000
3769,0,3/1000000000000000000000000000000
3770,0,3/1000000000000000000000000000000
3771,0,3/1000000000000000000000000000000
3772,0,3/1000000000000000000000000000000
3773,0,3/1000000000000000000000000000000
3774,0,3/1000000000000000000000000000000
3775,0,3/1000000000000000000000000000000
3776,0,3/1000000000000000000000000000000
3777,0,3/1000000000000000000000000000000
3778,0,3/1000000000000000000000000000000
3779,0,3/1000000000000000000000000000000
3780,0,3/1000000000000000000000000000000
3781,0,3/1000000000000000000000000000000
3782,0,3/1000000000000000000000000000000
3783,0,3/1000000000000000000000000000000
3784,0,3/1000000000000000000000000000000
3785,0,3/1000000000000000000000000000000
3786,0,3/1000000000000000000000000000000
3787,0,3/1000000000000000000000000000000
3788,0,3/1000000000000000000000000000000
3789,0,3/1000000000000000000000000000000
3790,0,3/1000000000000000000000000000000
3791,0,3/1000000000000000000000000000000
3792,0,3/1000000000000000000000000000000
3793,0,3/1000000000000000000000000000000
3794,0,3/1000000000000000000000000000000
3795,0,3/1000000000000000000000000000000
3796,0,3/1000000000000000000000000000000
3797,0,3/1000000000000000000000000000000
3798,0,3/1000000000000000000000000000000
3799,0,3/1000000000000000000000000000000
3800,0,3/1000000000000000000000000000000
3801,0,3/1000000000000000000000000000000
3802,0,3/1000000000000000000000000000000
3803,0,3/1000000000000000000000000000000
3804,0,3/1000000000000000000000000000000
3805,0,3/1000000000000000000000000000000
3806,0,3/1000000000000000000000000000000
3807,0,3/1000000000000000000000000000000
3808,0,3/1000000000000000000000000000000
3809,0,3/1000000000000000000000000000000
3810,0,3/1000000000000000000000000000000
3811,0,3/1000000000000000000000000000000
3812,0,3/1000000000000000000000000000000
3813,0,3/1000000000000000000000000000000
3814,0,3/1000000000000000000000000000000
3815,0,3/1000000000000000000000000000000
3816,0,3/1000000000000000000000000000000
3817,0,3/1000000000000000000000000000000
3818,0,3/1000000000000000000000000000000
3819,0,3/1000000000000000000000000000000
3820,0,3/1000000000000000000000000000000
3821,0,3/1000000000000000000000000000000
3822,0,3/1000000000000000000000000000000
3823,0,3/1000000000000000000000000000000
3824,0,3/1000000000000000000000000000000
3825,0,3/1000000000000000000000000000000
3826,0,3/1000000000000000000000000000000
3827,0,3/1000000000000000000000000000000
3828,0,3/1000000000000000000000000000000
3829,0,3/1000000000000000000000000000000
3830,0,3/1000000000000000000000000000000
